License Number,Business Name,DBA/Trade Name,Business Unique ID,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,Details,Contact Phone,Address Type,Building Number,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,ZIP Code,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude
2021453-DCA,GGG PARKING GARAGE CORP.,,BA-1334174-2022,Garage & Parking Lot,Premises,Active,04/21/2015,03/31/2025,Vehicle Capacity: 52; Bicycle Capacity: 10,9175573711,Complete Address,920,WESTCHESTER AVENUE,,,,,BRONX,NY,10459,Bronx,202.0,17.0,2119382.0,2026977501.0,BX33,5001.0,87.0,40.82167,-73.897707
1230569-DCA,"LAURENCE TOWERS GARAGE CO., LLC",,BA-1324233-2022,Garage & Parking Lot,Premises,Active,06/15/2006,03/31/2025,Vehicle Capacity: 157; Bicycle Capacity: 15,2122139600,Complete Address,200,EAST   33 STREET,,,,,NEW YORK,NY,10016,Manhattan,106.0,4.0,1020078.0,1009130001.0,MN20,1001.0,70.0,40.74491,-73.978275
2010780-DCA,"BX PARKING, LLC.",,BA-1203707-2022,Garage & Parking Lot,Premises,Active,07/16/2014,03/31/2025,Vehicle Capacity: 32; Bicycle Capacity: 0,,Complete Address,1673,WALTON AVE,,,,,BRONX,NY,10453,Bronx,205.0,14.0,2008172.0,2028480062.0,BX41,3003.0,22701.0,40.84551,-73.911705
2043321-DCA,PARK FDB LLC,,BA-1456114-2022,Garage & Parking Lot,Premises,Active,09/06/2016,03/31/2025,Vehicle Capacity: 70; Bicycle Capacity: 7,2122228487,Complete Address,2280,FREDERICK DOUGLASS BOULEVARD,,,,,NEW YORK,NY,10027,Manhattan,110.0,9.0,1088263.0,1019287506.0,MN11,1003.0,222.0,40.80851,-73.952371
1376929-DCA,MP 93 LLC,,BA-1406164-2022,Garage & Parking Lot,Premises,Active,11/12/2010,03/31/2025,Vehicle Capacity: 146; Bicycle Capacity: 14,2124903460,Complete Address,340,EAST   93 STREET,,,,,NEW YORK,NY,10128,Manhattan,108.0,5.0,1078668.0,1015550023.0,MN32,3000.0,154.0,40.7815,-73.946592
0369751-DCA,CORNELL UNIVERSITY MEDICAL COLLEGE,,BA-1204267-2022,Garage & Parking Lot,Premises,Active,04/14/1997,03/31/2025,Vehicle Capacity: 190; Bicycle Capacity: 19,2127461089,Complete Address,404,EAST   70 STREET,,,,,NEW YORK,NY,10021,Manhattan,108.0,5.0,1045588.0,1014640030.0,MN31,5000.0,124.0,40.76641,-73.956781
1461225-DCA,"IMPERIAL PARKING (U.S.), LLC",IMPARK,BA-1324253-2022,Garage & Parking Lot,Premises,Active,04/04/2013,03/31/2025,Vehicle Capacity: 499; Bicycle Capacity: 22,2129378660,Complete Address,90-15,PARSONS BOULEVARD,,,,,JAMAICA,NY,11432,Queens,412.0,27.0,4441691.0,4097560018.0,QN61,1003.0,44601.0,40.70434,-73.800795
1001512-DCA,650 PARKING CORP.,,BA-1128828-2022,Garage & Parking Lot,Premises,Active,12/31/1998,03/31/2025,Vehicle Capacity: 79; Bicycle Capacity: 8,2124722596,Complete Address,650,PARK AVENUE,,,,,NEW YORK,NY,10065,Manhattan,108.0,4.0,1041176.0,1013810038.0,MN40,1003.0,122.0,40.76768,-73.966336
1342832-DCA,KIDS PARKING CORP.,,BA-1325954-2022,Garage & Parking Lot,Premises,Active,01/14/2010,03/31/2025,Vehicle Capacity: 72; Bicycle Capacity: 7,2129644968,Complete Address,105,DUANE STREET,,,,,NEW YORK,NY,10007,Manhattan,101.0,1.0,1001650.0,1001510001.0,MN24,1010.0,33.0,40.71554,-74.006064
1266504-DCA,315 E 70 GARAGE CORP.,,BA-1078742-2022,Garage & Parking Lot,Premises,Active,08/30/2007,03/31/2025,Vehicle Capacity: 49; Bicycle Capacity: 0,2127367171,Complete Address,315,EAST   70 STREET,,,,,NEW YORK CITY,NY,10021,Manhattan,108.0,5.0,1044837.0,1014450007.0,MN31,7000.0,126.0,40.76723,-73.958672
1361271-DCA,MP PEARL LLC,,BA-1414552-2022,Garage & Parking Lot,Premises,Active,07/06/2010,03/31/2025,Vehicle Capacity: 131; Bicycle Capacity: 13,2124903460,Complete Address,2510,WESTCHESTER AVENUE,,,,,BRONX,NY,10461,Bronx,210.0,18.0,2000000.0,2038580001.0,BX59,2023.0,96.0,40.83914,-73.843846
2001240-DCA,175 HILLSIDE PARKING LLC,,BA-1124307-2022,Garage & Parking Lot,Premises,Active,12/04/2013,03/31/2025,Vehicle Capacity: 104; Bicycle Capacity: 20,,Complete Address,17511,HILLSIDE AVE,,,,,JAMAICA,NY,11432,Queens,408.0,24.0,4589727.0,4098350003.0,QN06,2002.0,466.0,40.71186,-73.787452
1089427-DCA,PRESTIGE GARAGE CORP.,,BA-1420925-2022,Garage & Parking Lot,Premises,Active,08/01/2001,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,2127367171,Complete Address,25,SUTTON PLACE SOUTH,,,,,NEW YORK,NY,10022,Manhattan,106.0,4.0,1040722.0,1013710038.0,MN19,6005.0,10601.0,40.75648,-73.961299
1340052-DCA,NYULMC E GARAGE CORP.,,BA-1428664-2022,Garage & Parking Lot,Premises,Active,12/02/2009,03/31/2025,Vehicle Capacity: 146; Bicycle Capacity: 14,2127367171,Complete Address,333,EAST   38 STREET,,,,,NEW YORK,NY,10016,Manhattan,106.0,4.0,1021925.0,1009447502.0,MN20,7000.0,78.0,40.74676,-73.972727
1085597-DCA,86 ST. PARKING GARAGE CORP.,,BA-1126959-2022,Garage & Parking Lot,Premises,Active,06/26/2001,03/31/2025,Vehicle Capacity: 75; Bicycle Capacity: 7,7186514273,Complete Address,8610,ROOSEVELT AVENUE,,,,,ELMHURST,NY,11373,Queens,404.0,25.0,4037053.0,4015020006.0,QN29,4001.0,26901.0,40.74804,-73.879988
1308680-DCA,305 EAST 80TH PARKING LLC,,BA-1105109-2022,Garage & Parking Lot,Premises,Active,02/04/2009,03/31/2025,Vehicle Capacity: 233; Bicycle Capacity: 20,2126283121,Complete Address,305,E 80TH ST,,,,,NEW YORK,NY,10075,Manhattan,108.0,5.0,1049810.0,1015430005.0,MN32,7000.0,138.0,40.77387,-73.954187
1461192-DCA,"IMPERIAL PARKING (U.S), LLC",IMPARK,BA-1241340-2022,Garage & Parking Lot,Premises,Active,04/01/2013,03/31/2025,Vehicle Capacity: 105; Bicycle Capacity: 11,2129378660,Complete Address,422-446,EAST   79 STREET,,,,,NEW YORK,NY,10075,Manhattan,108.0,5.0,1046026.0,1014730018.0,MN31,1000.0,132.0,40.77204,-73.951997
1227187-DCA,SYLVAN KEW GARAGE LLC,,BA-1526332-2022,Garage & Parking Lot,Premises,Active,02/01/2007,03/31/2025,Vehicle Capacity: 482; Bicycle Capacity: 22,7185759440,Complete Address,8002,KEW GARDENS ROAD,,,,,KEW GARDENS,NY,11415,Queens,409.0,29.0,4312089.0,4033480037.0,QN60,2002.0,773.0,40.71369,-73.830505
2040594-DCA,CHAMPION PARKING NORTH LLC,,BA-1272117-2022,Garage & Parking Lot,Premises,Active,07/18/2016,03/31/2025,Vehicle Capacity: 60; Bicycle Capacity: 6,212-308-5959,Complete Address,2917,QUEENS PLZ,,,,,LONG ISLAND CITY,NY,11101,Queens,401.0,26.0,4596217.0,4004187501.0,QN68,1002.0,33.0,40.7499,-73.936973
1461731-DCA,"IMPERIAL PARKING (U.S.), LLC",,BA-1306133-2022,Garage & Parking Lot,Premises,Active,04/05/2013,03/31/2025,Vehicle Capacity: 6640; Bicycle Capacity: 36,2129378660,Complete Address,12601,ROOSEVELT AVENUE,,,,,CORONA,NY,11368,Queens,407.0,21.0,4000000.0,4018330120.0,QN99,1018.0,38301.0,40.7554,-73.843072
1342094-DCA,200 BRADHURST GARAGE CORP.,,BA-1103673-2022,Garage & Parking Lot,Premises,Active,01/05/2010,03/31/2025,Vehicle Capacity: 33; Bicycle Capacity: 0,2127367171,Complete Address,130,BRADHURST AVENUE,,,,,NEW YORK,NY,10039,Manhattan,110.0,9.0,1087741.0,1020457503.0,MN03,1001.0,259.0,40.82557,-73.941198
1228853-DCA,"GREENE HOUSE CAR PARK, LLC",GGMC,BA-1332093-2022,Garage & Parking Lot,Premises,Active,06/01/2006,03/31/2025,Vehicle Capacity: 19; Bicycle Capacity: 0,2129966363,Complete Address,381,CARLTON AVENUE,,,,,BROOKLYN,NY,11238,Brooklyn,302.0,35.0,3388333.0,3021207501.0,BK68,4002.0,181.0,40.68641,-73.971493
1114025-DCA,WEST 90TH GARAGE CORP.,,BA-1549362-2022,Garage & Parking Lot,Premises,Active,07/01/2002,03/31/2025,Vehicle Capacity: 64; Bicycle Capacity: 6,2127367171,Complete Address,101,WEST   90 STREET,,,,,NEW YORK,NY,10024,Manhattan,107.0,6.0,1032490.0,1012210029.0,MN12,4000.0,177.0,40.7891,-73.970384
1002968-DCA,ENTERPRISE 61ST LLC,,BA-1217383-2022,Garage & Parking Lot,Premises,Active,02/05/1999,03/31/2025,Vehicle Capacity: 128; Bicycle Capacity: 20,2127598333,Complete Address,160,EAST   62 STREET,,,,,NEW YORK,NY,10065,Manhattan,108.0,4.0,1041986.0,1013960033.0,MN40,1001.0,11402.0,40.76381,-73.966125
0976776-DCA,BRONX CAR PARK SYSTEMS INC.,,BA-1087279-2022,Garage & Parking Lot,Premises,Active,08/24/2011,03/31/2025,Vehicle Capacity: 495; Bicycle Capacity: 23,212-221-6111,Complete Address,2425,SEDGWICK AVE,,,,,BRONX,NY,10468,Bronx,207.0,14.0,2095198.0,2032360170.0,BX30,1003.0,269.0,40.86445,-73.908936
0926039-DCA,"SAM PARKING, L.L.C.",,BA-1536030-2022,Garage & Parking Lot,Premises,Active,11/01/1995,03/31/2025,Vehicle Capacity: 180; Bicycle Capacity: 18,2129666774,Complete Address,360,W BROADWAY,,,,,NEW YORK,NY,10013,Manhattan,102.0,1.0,1007111.0,1004760073.0,MN24,2003.0,47.0,40.723,-74.003254
1245136-DCA,WELCOME PARKING LIMITED LIABILITY COMPANY,,BA-1545100-2022,Garage & Parking Lot,Premises,Active,12/15/2006,03/31/2025,Vehicle Capacity: 200; Bicycle Capacity: 20,2016807129,Complete Address,14601,45 AVENUE,,,,,FLUSHING,NY,11355,Queens,407.0,20.0,4117368.0,4051990021.0,QN52,2003.0,861.0,40.75486,-73.816833
1182251-DCA,EAST 102ND ST REALTY LLC,,BA-1183396-2022,Garage & Parking Lot,Premises,Active,02/25/2009,03/31/2025,Vehicle Capacity: 155; Bicycle Capacity: 16,2125358670,Complete Address,333,EAST  102 STREET,,,,,NEW YORK,NY,10029,Manhattan,111.0,8.0,1086440.0,1016747501.0,MN33,1001.0,164.0,40.7876,-73.943196
1402662-DCA,330 THIRD PARKING CORP.,,BA-1118746-2022,Garage & Parking Lot,Premises,Active,08/05/2011,03/31/2025,Vehicle Capacity: 42; Bicycle Capacity: 0,2127367171,Complete Address,330,3 AVENUE,,,,,MANHATTAN,NY,10010,Manhattan,106.0,2.0,1018079.0,1008800042.0,MN21,5001.0,68.0,40.73981,-73.982451
1313397-DCA,PARK KWIK LLC,,BA-1442496-2022,Garage & Parking Lot,Premises,Active,04/06/2009,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 16,7182222500,Complete Address,20,JAY STREET,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3000010.0,3000190001.0,BK38,2003.0,21.0,40.70431,-73.986587
0695803-DCA,RIVERBAY CORPORATION,,BA-1529561-2022,Garage & Parking Lot,Premises,Active,04/17/1997,03/31/2025,Vehicle Capacity: 1311; Bicycle Capacity: 31,7183203391,Complete Address,99,EINSTEIN LOOP NORTH,,,UNIT,,BRONX,NY,10475,Bronx,210.0,12.0,2095159.0,2051350210.0,BX13,5002.0,302.0,40.86533,-73.822606
1071280-DCA,EAST 77TH REALTY LLC,,BA-1184061-2022,Garage & Parking Lot,Premises,Active,01/24/2001,03/31/2025,Vehicle Capacity: 300; Bicycle Capacity: 21,2126501433,Complete Address,500,EAST   77 STREET,,,,,NEW YORK,NY,10162,Manhattan,108.0,5.0,1046407.0,1014880001.0,MN31,6000.0,132.0,40.76997,-73.951186
2011316-DCA,E & D PARKING CORP,,BA-1239524-2022,Garage & Parking Lot,Premises,Active,07/29/2014,03/31/2025,Vehicle Capacity: 100; Bicycle Capacity: 10,6468374721,Complete Address,1855,E TREMONT AVE,,,,,BRONX,NY,10460,Bronx,211.0,13.0,2042828.0,2040250040.0,BX37,1004.0,240.0,40.84077,-73.865795
0932155-DCA,301 PARK CORP.,,BA-1122504-2022,Garage & Parking Lot,Premises,Active,03/25/1997,03/31/2025,Vehicle Capacity: 84; Bicycle Capacity: 8,2124730135,Complete Address,301,EAST   64 STREET,,,,,NEW YORK,NY,10065,Manhattan,108.0,5.0,1044689.0,1014390001.0,MN31,6000.0,118.0,40.76359,-73.961703
1461725-DCA,SATNAM STORES INC.,,BA-1536356-2022,Garage & Parking Lot,Premises,Active,04/05/2013,03/31/2025,Vehicle Capacity: 25; Bicycle Capacity: 0,917-923-7289,Complete Address,600,PELHAM PARKWAY SOUTH,,,,,BRONX,NY,10462,Bronx,211.0,13.0,2049373.0,2043170033.0,BX49,1002.0,22401.0,40.8566,-73.869088
0800698-DCA,245 EAST 36TH STREET GARAGE CORP.,,BA-1122267-2022,Garage & Parking Lot,Premises,Active,03/25/1997,03/31/2025,Vehicle Capacity: 35; Bicycle Capacity: 0,2126880700,Complete Address,237,EAST   36 STREET,,,,,NEW YORK,NY,10016,Manhattan,106.0,4.0,1000000.0,1009170021.0,MN20,2005.0,78.0,40.74647,-73.975888
1113944-DCA,"56-57 HOLDING, LLC",,BA-1128934-2022,Garage & Parking Lot,Premises,Active,07/01/2002,03/31/2025,Vehicle Capacity: 80; Bicycle Capacity: 8,2129299404,Complete Address,408,WEST   57 STREET,,,,,NEW YORK,NY,10019,Manhattan,104.0,6.0,1026870.0,1010660037.0,MN15,2000.0,139.0,40.76816,-73.986307
1413309-DCA,SAVOY GARAGE PARTNERS LLC,,BA-1513190-2022,Garage & Parking Lot,Premises,Active,11/16/2011,03/31/2025,Vehicle Capacity: 184; Bicycle Capacity: 18,2128312700,Complete Address,118,E 86TH ST,,,,,NEW YORK,NY,10028,Manhattan,108.0,4.0,1047928.0,1015140008.0,MN40,2001.0,14801.0,40.7798,-73.956313
1104541-DCA,"MCFARLANE, ALCIBIADES M",,BA-1416074-2022,Garage & Parking Lot,Premises,Active,04/02/2002,03/31/2025,Vehicle Capacity: 18; Bicycle Capacity: 0,3475332702,Complete Address,115,TRUXTON STREET,,,,,BROOKLYN,NY,11233,Brooklyn,316.0,37.0,,,BK79,2001.0,367.0,40.6787,-73.905159
2011705-DCA,EASY PARKING LOT CORP,,BA-1244564-2022,Garage & Parking Lot,Premises,Active,08/07/2014,03/31/2025,Vehicle Capacity: 50; Bicycle Capacity: 0,3473378184,Complete Address,21,E 169TH ST,,,,,BRONX,NY,10452,Bronx,204.0,16.0,2128700.0,2028390001.0,BX63,3001.0,22101.0,40.83753,-73.918806
1310031-DCA,RL MERCER STREET LLC,,BA-1532281-2022,Garage & Parking Lot,Premises,Active,03/05/2013,03/31/2025,Vehicle Capacity: 100; Bicycle Capacity: 10,2122193413,Complete Address,40,MERCER STREET,,,,,NEW YORK,NY,10013,Manhattan,102.0,1.0,1087559.0,1004747506.0,MN24,2012.0,47.0,40.72145,-74.00127
0925848-DCA,EDISON NY PARKING LLC,,BA-1215939-2022,Garage & Parking Lot,Premises,Active,03/28/1997,03/31/2025,Vehicle Capacity: 63; Bicycle Capacity: 6,2122261981,Complete Address,272,SPRING STREET,,,,,NEW YORK,NY,10013,Manhattan,102.0,3.0,1090918.0,1005790035.0,MN24,3007.0,37.0,40.72577,-74.006916
1381151-DCA,TWO FIFTH GARAGE PARTNERS LLC,,BA-1517108-2022,Garage & Parking Lot,Premises,Active,01/20/2011,03/31/2025,Vehicle Capacity: 146; Bicycle Capacity: 14,2125338312,Complete Address,2,5 AVENUE,,,,,NEW YORK,NY,10011,Manhattan,102.0,2.0,1008850.0,1005510001.0,MN23,5000.0,63.0,40.73192,-73.996608
1299171-DCA,FULL HOUSE PARKING LLC,,BA-1197467-2022,Garage & Parking Lot,Premises,Active,09/11/2008,03/31/2025,Vehicle Capacity: 45; Bicycle Capacity: 0,3477320219,Complete Address,13511,40 ROAD,,,,,FLUSHING,NY,11354,Queens,407.0,20.0,4534330.0,4050367501.0,QN22,1000.0,871.0,40.75887,-73.830134
0917447-DCA,211 GARAGE CORP.,,BA-1103666-2022,Garage & Parking Lot,Premises,Active,03/20/2003,03/31/2025,Vehicle Capacity: 70; Bicycle Capacity: 7,2124730135,Complete Address,211,EAST   18 STREET,,,,,NEW YORK,NY,10003,Manhattan,106.0,2.0,1019581.0,1008990008.0,MN21,1000.0,48.0,40.73559,-73.984859
2037397-DCA,45TH STREET PARKING CORP,,BA-1099066-2022,Garage & Parking Lot,Premises,Active,05/10/2016,03/31/2025,Vehicle Capacity: 126; Bicycle Capacity: 12,2127367171,Complete Address,825,2ND AVE,,,,,NEW YORK,NY,10017,Manhattan,106.0,4.0,1037574.0,1013180022.0,MN19,1001.0,90.0,40.75122,-73.971206
1072122-DCA,CHELSEA SEVENTH GARAGE CORP.,,BA-1265747-2022,Garage & Parking Lot,Premises,Active,01/31/2001,03/31/2025,Vehicle Capacity: 175; Bicycle Capacity: 17,212-736-7171,Complete Address,252,7 AVENUE,,,,,NEW YORK,NY,10001,Manhattan,104.0,3.0,1014176.0,1007747501.0,MN13,2001.0,91.0,40.74511,-73.994919
1249271-DCA,BARMAX GARAGE CORP.,,BA-1109506-2022,Garage & Parking Lot,Premises,Active,03/02/2007,03/31/2025,Vehicle Capacity: 75; Bicycle Capacity: 8,2125643199,Complete Address,203,W 77TH ST,,,,,NEW YORK,NY,10024,Manhattan,107.0,6.0,1030886.0,1011690028.0,MN12,5000.0,163.0,40.78196,-73.979559
1070442-DCA,RIVER YORK STRATFORD LLC,,BA-1518457-2022,Garage & Parking Lot,Premises,Active,12/29/2000,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,2126501299,Complete Address,1385,YORK AVENUE,,,,,NEW YORK,NY,10021,Manhattan,108.0,5.0,1045876.0,1014680021.0,MN31,1002.0,124.0,40.76793,-73.952974
1269988-DCA,BARCLAY STREET REALTY LLC,,BA-1114327-2022,Garage & Parking Lot,Premises,Active,02/26/2009,03/31/2025,Vehicle Capacity: 75; Bicycle Capacity: 8,2125358670,Complete Address,10,BARCLAY STREET,,,,,NEW YORK,NY,10007,Manhattan,101.0,1.0,1087947.0,1000880014.0,MN24,1011.0,21.0,40.7122,-74.008563
0941633-DCA,60TH STORAGE CORP.,,BA-1096920-2022,Garage & Parking Lot,Premises,Active,03/31/1997,03/31/2025,Vehicle Capacity: 32; Bicycle Capacity: 0,2123080562,Complete Address,220,EAST   60 STREET,,,,,NEW YORK,NY,10022,Manhattan,108.0,5.0,1043366.0,1014147501.0,MN31,3002.0,110.0,40.7619,-73.965476
1146395-DCA,REGAL PARKING CORP.,,BA-1506721-2022,Garage & Parking Lot,Premises,Active,07/25/2003,03/31/2025,Vehicle Capacity: 180; Bicycle Capacity: 18,2127367171,Complete Address,9810,64 AVENUE,,,,,REGO PARK,NY,11374,Queens,406.0,29.0,4431978.0,4021010001.0,QN17,1000.0,71304.0,40.73043,-73.85801
1386288-DCA,22/34 NORTH 6TH GARAGE CORP.,,BA-1123175-2022,Garage & Parking Lot,Premises,Active,03/31/2011,03/31/2025,Vehicle Capacity: 167; Bicycle Capacity: 17,212-736-7171,Complete Address,22,NORTH    6 STREET,,,,,BROOKLYN,NY,11211,Brooklyn,301.0,33.0,3397446.0,3023327502.0,BK73,1002.0,555.0,40.72008,-73.962813
0369956-DCA,STATE-PEARL GARAGE INC.,,BA-1559827-2022,Garage & Parking Lot,Premises,Active,03/28/1997,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,2124072516,Complete Address,1,BATTERY PARK PLAZA,,,,,NEW YORK,NY,10004,Manhattan,101.0,1.0,1000021.0,1000090029.0,MN25,1008.0,9.0,40.70322,-74.014412
2002027-DCA,Prince Tower Parking Corp.,,BA-1440253-2022,Garage & Parking Lot,Premises,Active,12/27/2013,03/31/2025,Vehicle Capacity: 162; Bicycle Capacity: 16,,Complete Address,3636,PRINCE ST,,,STE,P1,FLUSHING,NY,11354,Queens,407.0,20.0,4534920.0,4049707501.0,QN22,1014.0,869.0,40.7614,-73.832896
0904670-DCA,"2875 WEST EIGHTH STREET ASSOCIATES, L.P.",,BA-1101231-2022,Garage & Parking Lot,Premises,Active,03/24/1997,03/31/2025,Vehicle Capacity: 310; Bicycle Capacity: 21,718-834-0770,Complete Address,2875,WEST    8 STREET,,,,,BROOKLYN,NY,11224,Brooklyn,313.0,48.0,3196590.0,3072790153.0,BK23,2000.0,354.0,40.57845,-73.97632
1306114-DCA,MP UPTOWN LLC.,,BA-1437698-2022,Garage & Parking Lot,Premises,Active,12/16/2008,03/31/2025,Vehicle Capacity: 180; Bicycle Capacity: 18,2122810698,Complete Address,1295,5 AVENUE,,,,,NEW YORK,NY,10029,Manhattan,111.0,9.0,1085255.0,1016160001.0,MN33,1002.0,17402.0,40.79715,-73.949013
1460957-DCA,ENTERPRISE 87 CORP.,,BA-1255101-2022,Garage & Parking Lot,Premises,Active,03/28/2013,03/31/2025,Vehicle Capacity: 28; Bicycle Capacity: 0,2125643199,Complete Address,231,EAST   87 STREET,,,,,NEW YORK,NY,10128,Manhattan,108.0,5.0,1048824.0,1015330122.0,MN32,1000.0,14602.0,40.77891,-73.952071
1323351-DCA,NEW WORLD GARAGE INC.,,BA-1402597-2022,Garage & Parking Lot,Premises,Active,06/22/2009,03/31/2025,Vehicle Capacity: 343; Bicycle Capacity: 21,7183531655,Complete Address,4017,MAIN STREET,,,,,FLUSHING,NY,11354,Queens,407.0,20.0,4113546.0,4050190005.0,QN22,1000.0,853.0,40.7591,-73.829899
1240254-DCA,IMPARK WATER LLC,IMPARK,BA-1337217-2022,Garage & Parking Lot,Premises,Active,03/19/2009,03/31/2025,Vehicle Capacity: 426; Bicycle Capacity: 24,2129378660,Complete Address,55,WATER STREET,,,,,NEW YORK,NY,10041,Manhattan,101.0,1.0,1083346.0,1000327501.0,MN25,1017.0,9.0,40.70361,-74.009691
0469978-DCA,DRAYNIB CORP.,,BA-1220472-2022,Garage & Parking Lot,Premises,Active,04/07/1997,03/31/2025,Vehicle Capacity: 20; Bicycle Capacity: 0,7187169482,Complete Address,25,WEST  174 STREET,,,,,BRONX,NY,10453,Bronx,205.0,14.0,2000000.0,2028670001.0,BX36,4000.0,217.0,40.84657,-73.914642
1246253-DCA,GLOBAL EXPRESS LINES INC.,,BA-1339628-2022,Garage & Parking Lot,Premises,Active,01/09/2007,03/31/2025,Vehicle Capacity: 20; Bicycle Capacity: 0,7182929796,Complete Address,691,EAST  149 STREET,,,,,BRONX,NY,10455,Bronx,201.0,8.0,2004416.0,2026230140.0,BX34,2001.0,73.0,40.81336,-73.909624
2015757-DCA,116TH-117TH STREET PARKING CORP.,,BA-1080407-2022,Garage & Parking Lot,Premises,Active,11/21/2014,03/31/2025,Vehicle Capacity: 113; Bicycle Capacity: 11,2127367171,Complete Address,23,W 116TH ST,,,,,NEW YORK,NY,10026,Manhattan,110.0,9.0,1089780.0,1016007503.0,MN11,1002.0,190.0,40.80114,-73.947566
1205833-DCA,CAROLE GARDENS REALTY LLC,,BA-1233194-2022,Garage & Parking Lot,Premises,Active,08/05/2005,03/31/2025,Vehicle Capacity: 24; Bicycle Capacity: 0,2125358670,Complete Address,13921,86 AVENUE,,,,,JAMAICA,NY,11435,Queens,408.0,24.0,4207692.0,4097100094.0,QN35,1001.0,214.0,40.70807,-73.816153
1467740-DCA,RAMCELL PARKING CORPORATION,,BA-1431283-2022,Garage & Parking Lot,Premises,Active,06/20/2013,03/31/2025,Vehicle Capacity: 174; Bicycle Capacity: 17,646-764-0185,Complete Address,1484,JEROME AVENUE,,,,,BRONX,NY,10452,Bronx,204.0,16.0,2008109.0,2028440012.0,BX63,1000.0,223.0,40.8419,-73.916484
1310684-DCA,MP BTM LLC,,BA-1431413-2022,Garage & Parking Lot,Premises,Active,03/09/2009,03/31/2025,Vehicle Capacity: 2332; Bicycle Capacity: 41,2124903460,Complete Address,651,RIVER AVE,,,,,BRONX,NY,10451,Bronx,204.0,8.0,2118670.0,2023570040.0,BX63,2013.0,63.0,40.82065,-73.929615
2010119-DCA,23 OPERATING LIC LLC,,BA-1116210-2022,Garage & Parking Lot,Premises,Active,06/27/2014,03/31/2025,Vehicle Capacity: 23; Bicycle Capacity: 0,212-575-5335,Complete Address,2310,41 AVENUE,,,,,LONG ISLAND CITY,NY,11101,Queens,401.0,26.0,4596253.0,4004137501.0,QN68,1007.0,33.0,40.75294,-73.940457
1310681-DCA,SBC PARKING LLC,,BA-1549237-2022,Garage & Parking Lot,Premises,Active,03/06/2009,03/31/2025,Vehicle Capacity: 153; Bicycle Capacity: 15,2128318816,Complete Address,50,E 89TH ST,,,,,NEW YORK,NY,10128,Manhattan,108.0,4.0,1046957.0,1015000045.0,MN40,1002.0,15002.0,40.78258,-73.956922
1248142-DCA,"SOUTH SIDE PARKING SYSTEMS, INC.",,BA-1562647-2022,Garage & Parking Lot,Premises,Active,02/12/2007,03/31/2025,Vehicle Capacity: 52; Bicycle Capacity: 5,5169783815,Complete Address,14319,94 AVENUE,,,,,JAMAICA,NY,11435,Queens,412.0,27.0,4000000.0,4099890060.0,QN61,1005.0,208.0,40.69817,-73.809498
0901963-DCA,GRACIE PUBLIC PARKING CORP.,,BA-1328147-2022,Garage & Parking Lot,Premises,Active,03/27/1997,03/31/2025,Vehicle Capacity: 114; Bicycle Capacity: 11,2127367171,Complete Address,401,E 89TH ST,,,,,NEW YORK,NY,10128,Manhattan,108.0,5.0,1076331.0,1015697502.0,MN32,5000.0,152.0,40.77873,-73.947767
1070435-DCA,EAST 46TH REALTY LLC,,BA-1172247-2022,Garage & Parking Lot,Premises,Active,12/29/2000,03/31/2025,Vehicle Capacity: 49; Bicycle Capacity: 0,2125999495,Complete Address,320,E 46TH ST,,,,,NEW YORK,NY,10017,Manhattan,106.0,4.0,1038778.0,1013380040.0,MN19,2000.0,90.0,40.75208,-73.969668
1467026-DCA,S&S 311 LLC,,BA-1564983-2022,Garage & Parking Lot,Premises,Active,06/12/2013,03/31/2025,Vehicle Capacity: 60; Bicycle Capacity: 6,2129299404,Complete Address,228,E 117TH ST,,,,,NEW YORK,NY,10035,Manhattan,111.0,8.0,1052590.0,1016660033.0,MN34,3000.0,188.0,40.79829,-73.938741
0947720-DCA,"ALLIED AUSTIN CO., L.P.",,BA-1120839-2022,Garage & Parking Lot,Premises,Active,09/18/1996,03/31/2025,Vehicle Capacity: 126; Bicycle Capacity: 12,7182633800,Complete Address,7020,AUSTIN STREET,,,,,FOREST HILLS,NY,11375,Queens,406.0,29.0,4077470.0,4032340173.0,QN17,2000.0,711.0,40.7207,-73.846274
1010570-DCA,UNION SQUARE CAR PARK LLC,GGMC,BA-1544278-2022,Garage & Parking Lot,Premises,Active,05/26/1999,03/31/2025,Vehicle Capacity: 198; Bicycle Capacity: 19,2129966363,Complete Address,1,IRVING PLACE,,,,,NEW YORK,NY,10003,Manhattan,105.0,2.0,1083247.0,1008707501.0,MN21,3002.0,50.0,40.73407,-73.988713
